id,dep_delayed_15min
147,0.12554514
148,0.10109179
149,0.4421605
150,0.66254157
151,0.05139369
152,0.09037676
153,0.10034946
154,0.06018012
155,0.09124096
156,0.35119545
157,0.22761759
158,0.27498302
159,0.040470574
160,0.040942416
161,0.61857414
162,0.8436945
163,0.07312297
164,0.20567706
165,0.06656358
166,0.15399194
167,0.0027395515
168,0.21325153
169,0.12823564
170,0.30300206
171,0.12455108
172,0.057486534
173,0.35196078
174,0.4360927
175,0.14544779
176,0.13036613
177,0.006536109
178,0.23623456
179,0.067405626
180,0.009455765
181,0.17096087
182,0.35531098
183,0.58248824
184,0.19901772
185,0.46179482
186,0.2229762
187,0.22954932
188,0.29659358
189,0.27464628
190,0.1716555
191,0.3684755
192,0.25795132
193,0.24949789
194,0.20388296
195,0.15025303
196,0.075820416
197,0.110165566
198,0.38828245
199,0.17911682
200,0.1743216
201,0.21770224
202,0.07408218
203,0.007908709
204,0.0035891081
205,0.3796839
206,0.5447649
207,0.0151671525
208,0.14433253
209,0.10857085
210,0.021060389
211,0.050150633
212,0.17993104
213,0.14813621
214,0.14373752
215,0.16771102
216,0.021040238
217,0.08331507
218,0.38622722
219,0.20279631
220,0.11966557
221,0.2673762
222,0.091938026
223,0.070034295
224,0.17531164
225,0.057400033
226,0.2884605
227,0.42251074
228,0.29775503
229,0.5518123
230,0.019357555
231,0.15492313
232,0.087414704
233,0.13872862
234,0.15510212
235,0.14897297
236,0.015279333
237,0.13429697
238,0.12993383
239,0.097814955
240,0.09231061
241,0.355897
242,0.10886472
243,0.046691008
244,0.14656688
245,0.12258034
246,0.3416787
247,0.34936485
248,0.79315746
249,0.2660397
250,0.07904238
251,0.06802775
252,0.059117496
253,0.15420692
254,0.5157705
255,0.1688834
256,0.070388295
257,0.041890506
258,0.11157395
259,0.0077099996
260,0.34779033
261,0.021413978
262,0.44392422
263,0.21844137
264,0.09580749
265,0.25149277
266,0.18653764
267,0.08110299
268,0.25047368
269,0.19443823
270,0.054561704
271,0.36166596
272,0.22694652
273,0.010515136
274,0.3666335
275,0.020765185
276,0.024746632
277,0.23321886
278,0.1816
279,0.37485692
280,0.13040702
281,0.42598334
282,0.11950947
283,0.016243823
284,0.21124144
285,0.2331248
286,0.14952138
287,0.072929576
288,0.10852001
289,0.012092899
290,0.1339707
291,0.10927618
292,0.47752163
293,0.16862011
294,0.3312704
295,0.03294297
296,0.0045255586
297,0.21568067
298,0.14303547
299,0.20896514
300,0.25228298
301,0.218203
302,0.10164388
303,0.34097403
304,0.10985304
305,0.2574133
306,0.08748202
307,0.111590505
308,0.27476257
309,0.09049122
310,0.31658384
311,0.231842
312,0.02161859
313,0.23383708
314,0.067054674
315,0.10616135
316,0.15119122
317,0.097988985
318,0.25285548
319,0.09434661
320,0.11617252
321,0.02150005
322,0.10472729
323,0.119941846
324,0.14571749
325,0.5302973
326,0.0049610445
327,0.23880929
328,0.049359076
329,0.29557335
330,0.026121194
331,0.4933153
332,0.15421823
333,0.018142367
334,0.24557373
335,0.15310544
336,0.211213
337,0.07656835
338,0.3901939
339,0.033607963
340,0.119989805
341,0.4145178
342,0.087979935
343,0.21490897
344,0.25307313
345,0.7922323
346,0.12228243
347,0.29520762
348,0.09184576
349,0.28183717
350,0.20614633
351,0.06423594
352,0.30969274
353,0.48305348
354,0.106042296
355,0.29680994
356,0.012087766
357,0.19698744
358,0.15293811
359,0.26125336
360,0.14233825
361,0.004712801
362,0.08628222
363,0.21239972
364,0.035089493
365,0.18439463
366,0.7823688
367,0.18185984
368,0.18440334
369,0.14464147
370,0.06788701
371,0.3941723
372,0.29748031
373,0.15867284
374,0.26689133
375,0.058271203
376,0.4855335
377,0.30976254
378,0.19715776
379,0.14930138
380,0.9026616
381,0.17200716
382,0.24655741
383,0.36165974
384,0.17710553
385,0.14548562
386,0.3823949
387,0.015873509
388,0.058171302
389,0.013645824
390,0.43378827
391,0.030283105
392,0.08668462
393,0.0005508358
394,0.30289918
395,0.17237781
396,0.02278589
397,0.009825206
398,0.0077680564
399,0.072555095
400,0.1944607
401,0.08299125
402,0.3308198
403,0.0012546076
404,0.08436474
405,0.016305193
406,0.21719941
407,0.08056143
408,0.22814572
409,0.20925654
410,0.21737905
411,0.0017705457
412,0.1380733
413,0.08237057
414,0.4222789
415,0.052690238
416,0.51904994
417,0.061542276
418,0.19153482
419,0.3685977
420,0.2073036
421,0.07229216
422,0.0049022525
423,0.044732396
424,0.20070098
425,0.20414625
426,0.15472455
427,0.23994984
428,0.16836925
429,0.025189437
430,0.09078751
431,0.020545004
432,0.0044069863
433,0.121333696
434,0.1790288
435,0.1328997
436,0.11684181
437,0.73893154
438,0.10465871
439,0.1739999
440,0.122968756
441,0.07775832
442,0.1276203
443,0.35694295
444,0.26949134
445,0.060695905
446,0.17199637
447,0.06782759
448,0.14770283
449,0.38701853
450,0.64307594
451,0.2483859
452,0.14992604
453,0.0021197633
454,0.13131316
455,0.0820418
456,0.30502585
457,0.14886773
458,0.1301133
459,0.11302794
460,0.05238242
461,0.10021026
462,0.06180655
463,0.13806239
464,0.18620238
465,0.16623949
466,0.07922817
467,0.11540169
468,0.10749513
469,0.041931834
470,0.003465931
471,0.1672137
472,0.22877803
473,0.45993483
474,0.17093883
475,0.056923453
476,0.025325269
477,0.12885842
478,0.13306125
479,0.47347748
480,0.1066316
481,0.15513329
482,0.08430505
483,0.11049946
484,0.26846597
485,0.11731409
486,0.105756655
487,0.30279228
488,0.076664224
489,0.12908043
490,0.5597498
491,0.73586136
492,0.25745535
493,0.06074919
494,0.5479332
495,0.16004215
496,0.10226427
497,0.021023814
498,0.021498209
499,0.15151739
500,0.45909512
501,0.09726889
502,0.09395403
503,0.1264396
504,0.22482887
505,0.17351831
506,0.41381508
507,0.06964432
508,0.08101048
509,0.27099678
510,0.05051584
511,0.16705425
512,0.67990786
513,0.040434346
514,0.09475289
515,0.47646633
516,0.21352944
517,0.33272833
518,0.16170031
519,0.10274625
520,0.008918702
521,0.22101565
522,0.16280493
523,0.4577769
524,0.1156089
525,0.05121402
526,0.11622544
527,0.0011548185
528,0.17072849
529,0.040567398
530,0.054185532
531,0.20178443
532,0.17694035
533,0.40512878
534,0.16045703
535,0.17200369
536,0.14483729
537,0.29588607
538,0.25024864
539,0.1062076
540,0.58294755
541,0.2930841
542,0.39618516
543,0.77188426
544,0.20166397
545,0.7481447
546,0.010545353
547,0.29384935
548,0.07857631
549,0.27400476
550,0.6512908
551,0.058534883
552,0.17023838
553,0.28902286
554,0.08954238
555,0.2779707
556,0.07349683
557,0.051490333
558,0.1350315
559,0.044103574
560,0.13420439
561,0.1080109
562,0.3124286
563,0.21712632
564,0.02940649
565,0.27207047
566,0.109339684
567,0.3195074
568,0.19303793
569,0.0090380795
570,0.32084316
571,0.07682185
572,0.12612677
573,0.5039742
574,0.09894303
575,0.015491302
576,0.0027783343
577,0.041264016
578,0.051591728
579,0.78249633
580,0.037164886
581,0.7443346
582,0.047418658
583,0.2510056
584,0.22431554
585,0.14319468
586,0.13316573
587,0.12784879
588,0.2518952
589,0.2281845
590,0.42583063
591,0.30383268
592,0.100347176
593,0.07083753
594,0.06594924
595,0.31572652
596,0.09505076
597,0.2344834
598,0.15464902
599,0.2851184
600,0.02499501
601,0.113141745
602,0.7583789
603,0.1221719
604,0.006904116
605,0.33526534
606,0.05340561
607,0.08176653
608,0.23919104
609,0.37083787
610,0.26169732
611,0.010977941
612,0.07914326
613,0.072488755
614,0.10847234
615,0.11064687
616,0.17263904
617,0.041757718
618,0.4368799
619,0.17766368
620,0.4875572
621,0.59788483
622,0.014487123
623,0.097721934
624,0.0034880703
625,0.44088498
626,0.49142563
627,0.40801746
628,0.27390748
629,0.10527556
630,0.3129325
631,0.09742821
632,0.05501849
633,0.14921664
634,0.20597741
635,0.16508888
636,0.25702968
637,0.020668302
638,0.49128318
639,0.19216856
640,0.0972042
641,0.35014153
642,0.12808985
643,0.15274881
644,0.27026716
645,0.47753853
646,0.59985524
647,0.13072011
648,0.036632612
649,0.0024604625
650,0.12404944
651,0.07331694
652,0.100224815
653,0.120987676
654,0.17997773
655,0.37934926
656,0.11849296
657,0.04558307
658,0.20044678
659,0.08858436
660,0.026449801
661,0.25682452
662,0.23572412
663,0.17863579
664,0.37372524
665,0.079729065
666,0.25070766
667,0.024322348
668,0.2226875
669,0.20319177
670,0.090619795
671,0.19312944
672,0.47582605
673,0.9791629
674,0.03553375
675,0.31461355
676,0.23232229
677,0.41825035
678,0.15139613
679,0.060443807
680,0.040705483
681,0.07743784
682,0.3312313
683,0.019431774
684,0.050331134
685,0.14688452
686,0.2315637
687,0.060922593
688,0.44930226
689,0.16643846
690,0.4426466
691,0.13960351
692,0.049935207
693,0.09374071
694,0.071901426
695,0.3449403
696,0.39310065
697,0.4218796
698,0.3865936
699,0.07407857
700,0.06195061
701,0.13500093
702,0.11399895
703,0.11667418
704,0.6119311
705,0.1693249
706,0.044887334
707,0.23312747
708,0.18061703
709,0.27503785
710,0.14084585
711,0.20208737
712,0.15004264
713,0.22343215
714,0.17495397
715,0.2567644
716,0.47216374
717,0.16102478
718,0.53945845
719,0.02132757
720,0.3357474
721,0.17702444
722,0.43151218
723,0.042304013
724,0.23386452
725,0.15015624
726,0.30634853
727,0.104916625
728,0.18338154
729,0.07517125
730,0.07549702
731,0.08379162
732,0.17736025
733,0.4263902
734,0.01665872
735,0.1016497
736,0.0063191415
737,0.08535766
738,0.08206584
739,0.24692106
740,0.40469465
741,0.3116951
742,0.16465971
743,0.0011040773
744,0.09512948
745,0.040897794
746,0.24338944
747,0.32265893
748,0.31049678
749,0.0680101
750,0.3002695
751,0.30960214
752,0.11738523
753,0.1881607
754,0.24023764
755,0.016386047
756,0.0719861
757,0.025248757
758,0.35149387
759,0.27417833
760,0.06602215
761,0.29157665
762,0.031276934
763,0.19425882
764,0.4303047
765,0.3524715
766,0.028709836
767,0.3126506
768,0.87768334
769,0.13347451
770,0.2408367
771,0.22988202
772,0.07165372
773,0.2405866
774,0.6441853
775,0.10129447
776,0.08841478
777,0.21156399
778,0.1328638
779,0.6026316
780,0.036325153
781,0.14120765
782,0.4680667
783,0.08428062
784,0.097794525
785,0.0074370196
786,0.34043932
787,0.15154158
788,0.26856816
789,0.04074215
790,0.35713992
791,0.32923567
792,0.11200357
793,0.09127429
794,0.08304205
795,0.78127825
796,0.0008065558
797,0.18361355
798,0.062534444
799,0.01698934
800,0.018430438
801,0.063800156
802,0.22797504
803,0.019673254
804,0.24690601
805,0.3380316
806,0.4220014
807,0.0014045761
808,0.030098228
809,0.120655924
810,0.014932777
811,0.17183702
812,0.09643191
813,0.33767557
814,0.17339008
815,0.09028197
816,0.18487242
817,0.23508142
818,0.22483023
819,0.36162156
820,0.042988073
821,0.18908764
822,0.12724613
823,0.20162992
824,0.22681457
825,0.0015086096
826,0.19141126
827,0.19157845
828,0.0430169
829,0.011224803
830,0.1178856
831,0.11838947
832,0.7310093
833,0.3887893
834,0.072969496
835,0.023329118
836,0.26479977
837,0.2944542
838,0.53084874
839,0.72821766
840,0.31917346
841,0.13044886
842,0.14904514
843,0.4048087
844,0.62713575
845,0.02345626
846,0.15591367
847,0.22917482
848,0.021659372
849,0.042707816
850,0.08194295
851,0.07361676
852,0.02943113
853,0.26624832
854,0.042903848
855,0.0043916693
856,0.2568674
857,0.31172442
858,0.19492668
859,0.1727908
860,0.4203632
861,0.18804121
862,0.021217585
863,0.36918
864,0.046433352
865,0.09984018
866,0.19904919
867,0.099865325
868,0.21510257
869,0.029025441
870,0.23251115
871,0.027072756
872,0.001085934
873,0.089405484
874,0.90655273
875,0.04743416
876,0.025286594
877,0.54350656
878,0.110331595
879,0.23815717
880,0.27846602
881,0.019260053
882,0.008825647
883,0.12714379
884,0.12174757
885,0.21632601
886,0.5280888
887,0.022294773
888,0.99106276
889,0.069440365
890,0.05080302
891,0.052541707
892,0.14974533
893,0.072920114
894,0.14127526
895,0.19060388
896,0.024669483
897,0.26631635
898,0.14983124
899,0.6640619
900,0.2391869
901,0.089259446
902,0.071024515
903,0.10512835
904,0.06651977
905,0.26428688
906,0.3637294
907,0.18616515
908,0.19091323
909,0.07373733
910,0.013337674
911,0.21727732
912,0.014898551
913,0.2805848
914,0.05543982
915,0.11178028
916,0.4418096
917,0.054935765
918,0.39815634
919,0.054911226
920,0.090684794
921,0.13015118
922,0.36793348
923,0.47685945
924,0.16806966
925,0.2824829
926,0.028901605
927,0.057466466
928,0.54535455
929,0.59739256
930,0.026007714
931,0.28062597
932,0.045162737
933,0.019908236
934,0.34983903
935,0.009094495
936,0.16439405
937,0.11332423
938,0.0027871933
939,0.18542294
940,0.11177035
941,0.12000846
942,0.5576876
943,0.13919884
944,0.073739104
945,0.067425594
946,0.09495704
947,0.17354743
948,0.5065089
949,0.15526137
950,0.10357377
951,0.43304145
952,0.19876555
953,0.059889313
954,0.15116525
955,0.11942284
956,0.18920271
957,0.35046428
958,0.9687113
959,0.10101511
960,0.4053681
961,0.23145303
962,0.07430441
963,0.06871803
964,0.11604436
965,0.17936808
966,0.3305551
967,0.28989783
968,0.43445516
969,0.15484385
970,0.13889566
971,0.304436
972,0.08928601
973,0.27750763
974,0.18864387
975,0.0063282773
976,0.11095749
977,0.069033556
978,0.42645064
979,0.00959646
980,0.1521643
981,0.019327324
982,0.15788332
983,0.057336137
984,0.100302204
985,0.3510897
986,0.03052943
987,0.11773843
988,0.35587263
989,0.09463165
990,0.22804314
991,0.049365766
992,0.12905547
993,0.04192607
994,0.70590675
995,0.18124233
996,0.08908519
997,0.07604239
998,0.2066308
999,0.060526814
1000,0.28972363
1001,0.31748453
1002,0.22013782
1003,0.12873438
1004,0.07920335
1005,0.14233457
1006,0.4986412
1007,0.17737088
1008,0.11672062
1009,0.68131185
1010,0.25365832
1011,0.040971816
1012,0.092437
1013,0.00296049
1014,0.37454373
1015,0.23235746
1016,0.19081114
1017,0.41037837
1018,0.08957041
1019,0.19124314
1020,0.6428203
1021,0.052544113
1022,0.045957968
1023,0.34738493
1024,0.14575621
1025,0.06808911
1026,0.08808809
1027,0.09391089
1028,0.005743454
1029,0.15854765
1030,0.18491112
1031,0.20573777
1032,0.115125746
1033,0.07234495
1034,0.068085104
1035,0.14326577
1036,0.05481923
1037,0.033927854
1038,0.38120472
1039,0.45092285
1040,0.05413349
1041,0.16347942
1042,0.19916897
1043,0.30951357
1044,0.19352254
1045,0.16333255
1046,0.15001497
1047,0.16777086
1048,0.002489075
1049,0.3354585
1050,0.056551136
1051,0.25641045
1052,0.1749528
1053,0.29932353
1054,0.19419703
1055,0.14304534
1056,0.0916537
1057,0.3099137
1058,0.08063265
1059,0.07972756
1060,0.2709871
1061,0.0009640698
1062,0.016391605
1063,0.46964288
1064,0.104993775
1065,0.14009738
1066,0.01857094
1067,0.14306793
1068,0.23888811
1069,0.1431665
1070,0.22694772
1071,0.0060102353
1072,0.4121007
1073,0.07117184
1074,0.29743692
1075,0.34685916
1076,0.08278967
1077,0.38747838
1078,0.13007115
1079,0.01995211
1080,0.10927851
1081,0.17931029
1082,0.1976413
1083,0.50855607
1084,0.031023046
1085,0.09931924
1086,0.01714851
1087,0.013626986
1088,0.19012415
1089,0.103342056
1090,0.03534524
1091,0.35702866
1092,0.28599018
1093,0.06341319
1094,0.1192131
1095,0.108828776
1096,0.028704122
1097,0.121368624
1098,0.4853422
1099,0.19448708
1100,0.20877483
1101,0.09480315
1102,0.0049387184
1103,0.052187018
1104,0.23207754
1105,0.21505745
1106,0.34900695
1107,0.1708414
1108,0.29869583
1109,0.27294815
1110,0.12276204
1111,0.37985465
1112,0.49453086
1113,0.07850944
1114,0.35172832
1115,0.04547894
1116,0.18772852
1117,0.19498192
1118,0.23655704
1119,0.16752052
1120,0.26035064
1121,0.29598302
1122,0.019102234
1123,0.25905582
1124,0.095286146
1125,0.114556
1126,0.28192276
1127,0.14020443
1128,0.20869614
1129,0.615754
1130,0.32089904
1131,0.46467075
1132,0.4065522
1133,0.19979848
1134,0.10709076
1135,0.17977068
1136,0.07345944
1137,0.033531893
1138,0.07964624
1139,0.14370276
1140,0.06874265
1141,0.19499724
1142,0.0039000285
1143,0.09706329
1144,0.25461188
1145,0.09649642
1146,0.2065573
1147,0.07933478
1148,0.06639309
1149,0.047617543
1150,0.19894078
1151,0.17475203
1152,0.15340725
1153,0.3169609
1154,0.29348874
1155,0.038522422
1156,0.013123105
1157,0.12078789
1158,0.12534375
1159,0.02488097
1160,0.95943063
1161,0.11430438
1162,0.07910187
1163,0.5547837
1164,0.41315374
1165,0.14028516
1166,0.043110445
1167,0.13931109
1168,0.14266916
1169,0.14675394
1170,0.11959776
1171,0.29598415
1172,0.6206964
1173,0.44871277
1174,0.23033345
1175,0.7730589
1176,0.08426229
1177,0.055767376
1178,0.6205564
1179,0.21630326
1180,0.19933262
1181,0.07214552
1182,0.19117048
1183,0.098685205
1184,0.18895596
1185,0.128195
1186,0.20291954
1187,0.030345166
1188,0.156743
1189,0.18420395
1190,0.05507143
1191,0.011891479
1192,0.11378731
1193,0.2717236
1194,0.22540787
1195,0.3775051
1196,0.071911424
1197,0.30534276
1198,0.16327961
1199,0.20531556
1200,0.35257593
1201,0.5546284
1202,0.22439928
1203,0.34424824
1204,0.19741789
1205,0.090925835
1206,0.4157307
1207,0.1329082
1208,0.14399855
1209,0.24373613
1210,0.30192953
1211,0.0471587
1212,0.02209097
1213,0.5848346
1214,0.13052933
1215,0.19124047
1216,0.18484677
1217,0.043689866
1218,0.106507786
1219,0.055606216
1220,0.40896028
1221,0.24138395
1222,0.38185292
1223,0.2892208
1224,0.0062715723
1225,0.22606699
1226,0.10708113
1227,0.030188106
1228,0.2188231
1229,0.10396404
1230,0.1030937
1231,0.018204737
1232,0.15234901
1233,0.0025365828
1234,0.15504664
1235,0.26808885
1236,0.007017472
1237,0.30097026
1238,0.1478727
1239,0.09072251
1240,0.103998326
1241,0.1048252
1242,0.07714974
1243,0.0021974673
1244,0.15325075
1245,0.27865377
1246,0.14004639
1247,0.00096805615
1248,0.1173881
1249,0.3841181
1250,0.40700075
1251,0.13792455
1252,0.06743207
1253,0.14046924
1254,0.16586712
1255,0.0094301365
1256,0.06293887
1257,0.1635526
1258,0.17042473
1259,0.023470787
1260,0.18570922
1261,0.14952257
1262,0.116873555
1263,0.17781629
1264,0.17676327
1265,0.12036278
1266,0.019600084
1267,0.52221805
1268,0.09300059
1269,0.43053246
1270,0.21155967
1271,0.10259478
1272,0.11245562
1273,0.36317536
1274,0.6087893
1275,0.15371424
1276,0.08596055
1277,0.11463493
1278,0.10419666
1279,0.27799016
1280,0.022063123
1281,0.04534583
1282,0.09840513
1283,0.41205043
1284,0.07120421
1285,0.9848894
1286,0.24267
1287,0.056201216
1288,0.098535866
1289,0.1818996
1290,0.22803508
1291,0.4749585
1292,0.12853535
1293,0.017166834
1294,0.14165917
1295,0.19819683
1296,0.26170173
1297,0.02290546
1298,0.42968896
1299,0.35960305
1300,0.56788594
1301,0.16388391
1302,0.006662068
1303,0.37671584
1304,0.14443876
1305,0.4457027
1306,0.046301007
1307,0.08543425
1308,0.19018222
1309,0.056496702
1310,0.12147105
1311,0.096525066
1312,0.26373532
1313,0.30528235
1314,0.22261654
1315,0.13200137
1316,0.25599033
1317,0.11843445
1318,0.021748394
1319,0.07400978
1320,0.10314254
1321,0.16274069
1322,0.08342732
1323,0.20516387
1324,0.059273675
1325,0.08142068
1326,0.6167484
1327,0.34777987
1328,0.32857123
1329,0.0036819987
1330,0.061678458
1331,0.1346975
1332,0.054611918
1333,0.014787519
1334,0.038867977
1335,0.11846172
1336,0.0828817
1337,0.14938247
1338,0.12346853
1339,0.10968281
1340,0.21369678
1341,0.150683
1342,0.08499448
1343,0.0025970133
1344,0.04308664
1345,0.16619907
1346,0.022911383
1347,0.023793316
1348,0.13695963
1349,0.078490354
1350,0.34653372
1351,0.052607045
1352,0.12994641
1353,0.0038171366
1354,0.091463834
1355,0.08654058
1356,0.0751201
1357,0.22222269
1358,0.50456166
1359,0.25210044
1360,0.28125006
1361,0.17301676
1362,0.35752276
1363,0.3354906
1364,0.04174454
1365,0.09590093
1366,0.21923128
1367,0.08953861
1368,0.0032495786
1369,0.1731885
1370,0.15508413
1371,0.36665735
1372,0.009003952
1373,0.3301481
1374,0.1911303
1375,0.19864613
1376,0.02862755
1377,0.22824484
1378,0.024880467
1379,0.0018532482
1380,0.30704534
1381,0.12445126
1382,0.088149756
1383,0.08895138
1384,0.13333179
1385,0.13083276
1386,0.23674633
1387,0.04977312
1388,0.18748285
1389,0.13317809
1390,0.15307279
1391,0.053154886
1392,0.00306854
1393,0.13126566
1394,0.61265075
1395,0.09439201
1396,0.053284835
1397,0.019112965
1398,0.012001916
1399,0.05408934
1400,0.012167098
1401,0.54767686
1402,0.1497381
1403,0.06280637
1404,0.0010085611
1405,0.19889927
1406,0.082363114
1407,0.016848745
1408,0.0017322229
1409,0.12600528
1410,0.15361388
1411,0.22098106
1412,0.23206227
1413,0.15523997
1414,0.09275152
1415,0.9084733
1416,0.62179726
1417,0.39990434
1418,0.1150362
1419,0.06484858
1420,0.22043611
1421,0.2504182
1422,0.31141764
1423,0.09998512
1424,0.12984867
1425,0.12556256
1426,0.076332815
1427,0.24466735
1428,0.027437475
1429,0.1280425
1430,0.15895708
1431,0.08255788
1432,0.090980604
1433,0.14285336
1434,0.16558672
1435,0.3787212
1436,0.09729437
1437,0.2373077
1438,0.10006325
1439,0.12940773
1440,0.07121854
1441,0.11766317
1442,0.18382038
1443,0.026743919
1444,0.08050125
1445,0.28689426
1446,0.05638488
1447,0.09341006
1448,0.16420065
1449,0.43269464
1450,0.046133608
1451,0.18354014
1452,0.31300882
1453,0.11865126
1454,0.09328388
1455,0.17161943
1456,0.4852242
1457,0.21613505
1458,0.016173096
1459,0.13627294
1460,0.36343136
1461,0.03521377
1462,0.3581984
1463,0.2807831
1464,0.15528856
1465,0.06805161
1466,0.09898981
1467,0.07624046
1468,0.2185549
1469,0.25993055
1470,0.24868964
1471,0.10844862
1472,0.00838364
1473,0.053922758
1474,0.031015448
1475,0.5066554
1476,0.066704266
1477,0.115088396
1478,0.17145987
1479,0.041033257
1480,0.450245
1481,0.1921979
1482,0.087594435
1483,0.23584186
1484,0.95119953
1485,0.18438856
1486,0.026367113
1487,0.08486082
1488,0.14741214
1489,0.23682968
1490,0.1511763
1491,0.04864888
1492,0.14990714
1493,0.4710199
1494,0.687083
1495,0.3017246
1496,0.26649913
1497,0.2901972
1498,0.25197726
1499,0.15354045
1500,0.3013638
1501,0.06906817
1502,0.40005282
1503,0.262642
1504,0.098531716
1505,0.15201601
1506,0.5943771
1507,0.074934654
1508,0.011601588
1509,0.026253765
1510,0.094374366
1511,0.021465046
1512,0.38884717
1513,0.30076453
1514,0.052440237
1515,0.18524809
1516,0.325417
1517,0.059280835
1518,0.06717541
1519,0.10941582
1520,0.25710538
1521,0.20460528
1522,0.04869066
1523,0.026663724
1524,0.058930706
1525,0.18268757
1526,0.13926327
1527,0.12101711
1528,0.30488104
1529,0.619734
1530,0.24732989
1531,0.017279508
1532,0.050168686
1533,0.8753196
1534,0.111884855
1535,0.123642154
1536,0.13059571
1537,0.38256523
1538,0.021681039
1539,0.21097268
1540,0.27819198
1541,0.060488053
1542,0.07298048
1543,0.027773231
1544,0.0014486216
1545,0.45657343
1546,0.09538995
1547,0.21171652
1548,0.09984595
1549,0.28247112
1550,0.1430301
1551,0.0946053
1552,0.36136004
1553,0.10821854
1554,0.056271877
1555,0.21784472
1556,0.057021994
1557,0.6194056
1558,0.74115425
1559,0.13390537
1560,0.7788245
1561,0.43996438
1562,0.15142278
1563,0.032052297
1564,0.2576648
1565,0.16759855
1566,0.21977095
1567,0.20384552
1568,0.17984605
1569,0.53485274
1570,0.3635088
1571,0.16540775
1572,0.14979643
1573,0.15597408
1574,0.3771745
1575,0.33055976
1576,0.09540601
1577,0.15008292
1578,0.2604394
1579,0.14015888
1580,0.2787757
1581,0.23404285
1582,0.33279547
1583,0.07527852
1584,0.14664634
1585,0.9267837
1586,0.032784764
1587,0.29797468
1588,0.093447976
1589,0.17920847
1590,0.25591853
1591,0.18057883
1592,0.20816669
1593,0.1225554
1594,0.4080907
1595,0.12531736
1596,0.0694689
1597,0.01851478
1598,0.24572836
1599,0.018152647
1600,0.0008936457
1601,0.11226957
1602,0.13416225
1603,0.4190385
1604,0.32930356
1605,0.07517789
1606,0.24102148
1607,0.020346805
1608,0.0641609
1609,0.30423054
1610,0.22494106
1611,0.030468851
1612,0.46538234
1613,0.14135587
1614,0.13887541
1615,0.16300046
1616,0.0025240544
1617,0.072318636
1618,0.014294043
1619,0.1632031
1620,0.02393019
1621,0.34811598
1622,0.30017638
1623,0.06651515
1624,0.14462833
1625,0.117782034
1626,0.4841136
1627,0.10640323
1628,0.55007994
1629,0.000615573
1630,0.14863624
1631,0.6375004
1632,0.2056654
1633,0.09128369
1634,0.2547773
1635,0.2519434
1636,0.553857
1637,0.36279938
1638,0.22721207
1639,0.17357583
1640,0.10218358
1641,0.16402756
1642,0.34847984
1643,0.35366493
1644,0.14083797
1645,0.34023273
1646,0.0133137675
1647,0.636322
1648,0.10455478
1649,0.15383781
1650,0.14814387
1651,0.22935441
1652,0.07743382
1653,0.13022323
1654,0.24143367
1655,0.025528356
1656,0.0012591862
1657,0.13536525
1658,0.06275515
1659,0.1266147
